,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,label
1355,3,0.235,0.18,0.06,0.057999999999999996,0.022000000000000002,0.0145,0.018000000000000002,b
1356,3,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,b
1357,1,0.475,0.4,0.115,0.541,0.18600000000000003,0.1025,0.21,b
1358,2,0.53,0.425,0.11,0.7390000000000001,0.237,0.161,0.295,b
1359,2,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,b
1360,1,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,b
1361,2,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,b
1362,3,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,b
1363,2,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,b
1364,1,0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,b
1365,1,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,b
1366,1,0.53,0.425,0.13,0.7170000000000001,0.2115,0.166,0.255,b
1367,1,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,b
1368,3,0.315,0.235,0.08,0.18,0.08,0.045,0.047,b
1369,1,0.515,0.395,0.14,0.6859999999999999,0.281,0.1255,0.22,b
1370,3,0.27,0.19,0.06,0.099,0.0445,0.017,0.03,b
1371,3,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,b
1372,3,0.295,0.22,0.065,0.1295,0.052000000000000005,0.027999999999999997,0.035,b
1373,3,0.315,0.23,0.07,0.16399999999999998,0.0625,0.04,0.045,b
1374,3,0.375,0.29,0.095,0.2875,0.12300000000000001,0.0605,0.08,b
1375,3,0.38,0.3,0.09,0.27699999999999997,0.1655,0.0625,0.08199999999999999,b
1376,3,0.385,0.285,0.09,0.248,0.0935,0.066,0.07,b
1377,3,0.4,0.295,0.095,0.252,0.1105,0.0575,0.066,b
1378,3,0.44,0.33,0.135,0.4095,0.163,0.1005,0.11900000000000001,b
1379,2,0.495,0.375,0.115,0.6245,0.282,0.14300000000000002,0.155,b
1380,3,0.58,0.435,0.15,0.8915,0.363,0.1925,0.2515,b
1381,1,0.585,0.45,0.125,0.8740000000000001,0.3545,0.2075,0.225,b
1382,2,0.72,0.6,0.235,2.2385,0.9840000000000001,0.41100000000000003,0.621,b
1383,3,0.245,0.175,0.055,0.0785,0.04,0.018000000000000002,0.02,b
1384,3,0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505,b
1385,3,0.36,0.27,0.09,0.2075,0.098,0.039,0.062,b
1386,3,0.375,0.28,0.08,0.2235,0.115,0.043,0.055,b
1387,3,0.415,0.31,0.095,0.34,0.18100000000000002,0.057,0.083,b
1388,3,0.48,0.35,0.105,0.635,0.35200000000000004,0.127,0.135,b
1389,2,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,b
1390,3,0.275,0.2,0.07,0.096,0.037000000000000005,0.0225,0.03,b
1391,3,0.33,0.245,0.065,0.1445,0.057999999999999996,0.032,0.0505,b
1392,3,0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,b
1393,1,0.575,0.45,0.12,0.9585,0.447,0.16899999999999998,0.275,b
1394,1,0.625,0.495,0.16,1.234,0.6335,0.192,0.35,b
1395,2,0.625,0.47,0.145,1.7855,0.675,0.247,0.3245,b
1396,3,0.37,0.275,0.08,0.2325,0.09300000000000001,0.055999999999999994,0.07200000000000001,b
1397,3,0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935,b
1398,2,0.625,0.5,0.18,1.3705,0.645,0.303,0.3705,b
1399,2,0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555,b
1400,1,0.635,0.5,0.175,1.4769999999999999,0.684,0.3005,0.39,b
1401,2,0.655,0.525,0.18,1.402,0.624,0.2935,0.365,b
1402,1,0.655,0.5,0.22,1.359,0.642,0.3255,0.405,b
1403,3,0.28,0.215,0.07,0.124,0.063,0.0215,0.03,b
1404,3,0.35,0.25,0.075,0.1695,0.0835,0.0355,0.040999999999999995,b
1405,3,0.435,0.33,0.095,0.39299999999999996,0.21899999999999997,0.075,0.0885,b
1406,3,0.44,0.35,0.11,0.3805,0.1575,0.0895,0.115,b
1407,2,0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495,b
1408,2,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07,a
1409,1,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,a
1410,2,0.44,0.365,0.125,0.516,0.2155,0.114,0.155,a
1411,3,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055,a
1412,3,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12,a
1413,2,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,a
1414,2,0.43,0.35,0.11,0.406,0.1675,0.081,0.135,a
1415,2,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,a
1416,1,0.535,0.405,0.145,0.6845,0.2725,0.171,0.205,a
1417,1,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,a
1418,3,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,a
1419,1,0.44,0.34,0.1,0.451,0.188,0.087,0.13,a
1420,2,0.365,0.295,0.08,0.2555,0.09699999999999999,0.043,0.1,a
1421,2,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,a
1422,2,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,a
1423,3,0.38,0.275,0.1,0.2255,0.08,0.049,0.085,a
1424,1,0.55,0.415,0.135,0.7635,0.318,0.21,0.2,a
1425,1,0.615,0.48,0.165,1.1615,0.513,0.301,0.305,a
1426,1,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3,a
1427,1,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,a
1428,2,0.575,0.425,0.14,0.8635,0.39299999999999996,0.22699999999999998,0.2,a
1429,2,0.58,0.47,0.165,0.9975,0.3935,0.242,0.33,a
1430,2,0.465,0.355,0.105,0.4795,0.22699999999999998,0.124,0.125,a
1431,1,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,a
1432,1,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,a
1433,2,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,a
1434,1,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,a
1435,3,0.39,0.295,0.095,0.203,0.0875,0.045,0.075,a
1436,2,0.47,0.37,0.12,0.5795,0.293,0.22699999999999998,0.14,a
1437,1,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,a
1438,1,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,a
1439,3,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,a
1440,2,0.4,0.32,0.095,0.303,0.1335,0.06,0.1,a
1441,2,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,a
1442,1,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,a
1443,2,0.405,0.31,0.1,0.385,0.17300000000000001,0.0915,0.11,a
1444,1,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22,a
1445,2,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,a
1446,2,0.47,0.385,0.135,0.5895,0.2765,0.12,0.17,a
1447,1,0.505,0.4,0.125,0.583,0.24600000000000002,0.13,0.175,a
1448,2,0.45,0.345,0.105,0.4115,0.18,0.1125,0.135,a
1449,2,0.505,0.405,0.11,0.625,0.305,0.16,0.175,a
1450,1,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,a
1451,2,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,a
1452,2,0.52,0.4,0.12,0.58,0.23399999999999999,0.1315,0.185,a
1453,2,0.475,0.355,0.12,0.48,0.23399999999999999,0.1015,0.135,a
1454,1,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,a
1455,1,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,a
1456,2,0.57,0.48,0.175,1.185,0.474,0.261,0.38,a
1457,2,0.595,0.475,0.14,0.9440000000000001,0.3625,0.18899999999999997,0.315,a
1458,1,0.6,0.47,0.15,0.922,0.363,0.19399999999999998,0.305,a
1459,1,0.555,0.425,0.14,0.7879999999999999,0.282,0.1595,0.285,a
1460,1,0.575,0.445,0.14,0.941,0.3845,0.252,0.285,a
1461,2,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,a
1462,1,0.46,0.355,0.13,0.517,0.2205,0.114,0.165,a
1463,1,0.625,0.495,0.165,1.262,0.507,0.318,0.39,a
1464,2,0.535,0.435,0.15,0.725,0.26899999999999996,0.1385,0.25,a
1465,2,0.47,0.375,0.13,0.523,0.214,0.132,0.145,a
1466,2,0.47,0.37,0.13,0.5225,0.201,0.133,0.165,a
1467,1,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,a
1468,3,0.36,0.265,0.095,0.2315,0.105,0.046,0.075,a
1469,2,0.53,0.415,0.14,0.7240000000000001,0.3105,0.1675,0.205,a
1470,1,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,a
1471,1,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,a
1472,1,0.51,0.39,0.135,0.6335,0.231,0.179,0.2,a
1473,1,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,a
1474,2,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,a
1475,2,0.465,0.36,0.105,0.431,0.172,0.107,0.175,a
1476,3,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,a
1477,2,0.425,0.35,0.105,0.39299999999999996,0.13,0.063,0.165,a
1478,1,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,a
1479,1,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,a
1480,1,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,a
1481,2,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,a
1482,1,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,a
1483,2,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,a
1484,1,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,a
1485,3,0.385,0.295,0.085,0.2535,0.10300000000000001,0.0575,0.085,a
1486,3,0.385,0.29,0.085,0.2505,0.11199999999999999,0.061,0.08,a
1487,1,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,a
1488,1,0.325,0.26,0.09,0.1915,0.085,0.036000000000000004,0.062,a
1489,3,0.35,0.26,0.095,0.21100000000000002,0.086,0.055999999999999994,0.068,a
1490,3,0.265,0.2,0.065,0.0975,0.04,0.0205,0.027999999999999997,a
1491,1,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,a
1492,1,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,a
1493,2,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,a
1494,1,0.405,0.325,0.11,0.3555,0.151,0.063,0.11699999999999999,a
1495,2,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,a
1496,1,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,a
1497,1,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,a
1498,2,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,a
1499,2,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,a
1500,1,0.49,0.38,0.125,0.5489999999999999,0.245,0.1075,0.174,a
1501,2,0.46,0.35,0.12,0.515,0.22399999999999998,0.10800000000000001,0.1565,a
1502,3,0.28,0.205,0.08,0.127,0.052000000000000005,0.039,0.042,a
1503,1,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,a
1504,1,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,a
1505,1,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,a
1506,2,0.515,0.405,0.13,0.722,0.32,0.131,0.21,a
1507,1,0.53,0.395,0.145,0.775,0.308,0.16899999999999998,0.255,a
1508,2,0.525,0.435,0.155,1.065,0.486,0.233,0.285,a
1509,1,0.52,0.405,0.115,0.7759999999999999,0.32,0.1845,0.22,a
1510,3,0.36,0.26,0.09,0.1785,0.0645,0.037000000000000005,0.075,a
1511,3,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,a
1512,2,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,a
1513,1,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,a
1514,1,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,a
1515,1,0.63,0.5,0.185,1.383,0.54,0.3315,0.38,a
1516,1,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,a
1517,1,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,a
1518,3,0.355,0.275,0.085,0.22,0.092,0.06,0.15,a
1519,1,0.51,0.4,0.14,0.8145,0.45899999999999996,0.1965,0.195,a
1520,1,0.505,0.41,0.15,0.644,0.285,0.145,0.21,a
1521,2,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,a
1522,1,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,a
1523,2,0.42,0.335,0.115,0.369,0.171,0.071,0.12,a
1524,1,0.44,0.34,0.14,0.48200000000000004,0.18600000000000003,0.1085,0.16,a
1525,3,0.4,0.3,0.11,0.315,0.109,0.067,0.12,a
1526,3,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,a
1527,3,0.37,0.28,0.095,0.2655,0.122,0.052000000000000005,0.08,a
1528,1,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,a
1529,2,0.335,0.25,0.09,0.18100000000000002,0.0755,0.0415,0.06,a
1530,2,0.5,0.405,0.14,0.6155,0.24100000000000002,0.1355,0.205,a
1531,2,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,a
1532,2,0.45,0.35,0.13,0.46,0.174,0.111,0.135,a
1533,3,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,a
1534,2,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,a
1535,1,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,a
1536,1,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,a
1537,1,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,a
1538,1,0.49,0.375,0.15,0.5755,0.22,0.14400000000000002,0.19,a
1539,1,0.445,0.355,0.15,0.485,0.18100000000000002,0.125,0.155,a
1540,3,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,a
1541,1,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,a
1542,1,0.39,0.29,0.125,0.3055,0.121,0.08199999999999999,0.09,a
1543,3,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,a
1544,1,0.58,0.465,0.165,1.1015,0.40399999999999997,0.2095,0.35,a
1545,3,0.275,0.215,0.075,0.1155,0.0485,0.028999999999999998,0.035,a
1546,3,0.295,0.225,0.08,0.124,0.0485,0.032,0.04,a
1547,3,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,a
1548,3,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,a
1549,3,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,a
1550,3,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,a
1551,3,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,a
1552,3,0.345,0.27,0.11,0.2135,0.08199999999999999,0.0545,0.07,a
1553,3,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,a
1554,2,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,a
1555,1,0.54,0.475,0.155,0.9279999999999999,0.39399999999999996,0.19399999999999998,0.26,a
1556,2,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,a
1557,1,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,a
1558,2,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,a
1559,2,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,a
1560,1,0.515,0.425,0.135,0.7120000000000001,0.2665,0.1605,0.25,a
1561,3,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,a
1562,1,0.455,0.355,0.12,0.4495,0.177,0.10400000000000001,0.15,a
1563,1,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,a
1564,2,0.53,0.435,0.155,0.6990000000000001,0.28800000000000003,0.1595,0.205,a
1565,2,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,a
1566,1,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,a
1567,2,0.49,0.395,0.14,0.5489999999999999,0.2215,0.1275,0.15,a
1568,2,0.37,0.28,0.105,0.23399999999999999,0.0905,0.0585,0.075,a
1569,1,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,a
1570,2,0.37,0.28,0.1,0.252,0.1065,0.0595,0.07400000000000001,a
1571,1,0.47,0.36,0.13,0.47200000000000003,0.182,0.114,0.15,a
1572,2,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,a
1573,3,0.45,0.355,0.11,0.4585,0.19399999999999998,0.067,0.14,a
1574,2,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,a
1575,2,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,a
1576,2,0.335,0.265,0.105,0.222,0.0935,0.055999999999999994,0.075,a
1577,3,0.355,0.275,0.09,0.251,0.09699999999999999,0.053,0.08,a
1578,3,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,a
1579,2,0.36,0.295,0.105,0.24100000000000002,0.0865,0.053,0.095,a
1580,3,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,a
1581,1,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,a
1582,2,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,a
1583,1,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,a
1584,1,0.525,0.42,0.16,0.7559999999999999,0.2745,0.17300000000000001,0.275,a
1585,3,0.375,0.305,0.115,0.2715,0.092,0.07400000000000001,0.09,a
1586,1,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,a
1587,2,0.58,0.455,0.17,0.93,0.408,0.259,0.22,a
1588,2,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,a
1589,1,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,a
1590,2,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,a
1591,1,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,a
1592,2,0.535,0.42,0.145,0.7909999999999999,0.33,0.18899999999999997,0.25,a
1593,2,0.485,0.4,0.135,0.6629999999999999,0.313,0.13699999999999998,0.2,a
1594,2,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,a
1595,1,0.455,0.37,0.105,0.4925,0.21600000000000003,0.1245,0.135,a
1596,2,0.46,0.38,0.135,0.48200000000000004,0.207,0.1225,0.145,a
1597,3,0.465,0.375,0.12,0.47100000000000003,0.222,0.11900000000000001,0.14,a
1598,3,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,a
1599,2,0.475,0.375,0.125,0.593,0.27699999999999997,0.115,0.18,a
1600,1,0.47,0.375,0.125,0.5615,0.252,0.13699999999999998,0.18,a
1601,3,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,a
1602,3,0.39,0.31,0.1,0.302,0.11599999999999999,0.064,0.115,a
1603,1,0.5,0.395,0.14,0.7155,0.3165,0.17600000000000002,0.24,a
1604,2,0.47,0.38,0.145,0.5865,0.2385,0.14400000000000002,0.185,a
1605,2,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,a
1606,1,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,a
1607,2,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,a
1608,1,0.435,0.325,0.11,0.4335,0.17800000000000002,0.0985,0.155,a
1609,1,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,a
1610,3,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,a
1611,2,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,a
1612,2,0.555,0.45,0.145,0.915,0.4,0.24600000000000002,0.285,a
1613,2,0.57,0.44,0.095,0.8270000000000001,0.3395,0.2215,0.235,a
1614,1,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,a
1615,3,0.49,0.38,0.12,0.529,0.2165,0.139,0.155,a
1616,3,0.29,0.225,0.07,0.10099999999999999,0.036000000000000004,0.0235,0.035,a
1617,2,0.5,0.41,0.15,0.662,0.2815,0.13699999999999998,0.22,a
1618,3,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,a
1619,2,0.39,0.3,0.09,0.3055,0.14300000000000002,0.0645,0.085,a
1620,3,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,a
1621,3,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,a
1622,3,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,a
1623,1,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,a
1624,1,0.56,0.455,0.19,0.7140000000000001,0.28300000000000003,0.129,0.275,a
1625,1,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,a
1626,2,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,a
1627,3,0.36,0.28,0.105,0.19899999999999998,0.0695,0.045,0.08,a
1628,3,0.415,0.31,0.11,0.2965,0.12300000000000001,0.057,0.0995,a
1629,1,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,a
1630,2,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,a
1631,1,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,a
1632,1,0.515,0.405,0.12,0.6459999999999999,0.2895,0.1405,0.177,a
1633,3,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,a
1634,1,0.52,0.405,0.12,0.627,0.2645,0.1415,0.18100000000000002,a
1635,1,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,a
1636,1,0.465,0.35,0.115,0.42100000000000004,0.1565,0.091,0.1345,a
1637,2,0.55,0.45,0.13,0.92,0.37799999999999995,0.2385,0.29,a
1638,2,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,a
1639,1,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,a
1640,1,0.615,0.525,0.155,1.0385,0.42700000000000005,0.2315,0.345,a
1641,2,0.555,0.45,0.175,0.8740000000000001,0.3275,0.20199999999999999,0.305,a
1642,2,0.56,0.435,0.18,0.889,0.36,0.204,0.25,a
1643,3,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,a
1644,1,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,a
1645,1,0.49,0.38,0.145,0.6725,0.249,0.18100000000000002,0.21,a
1646,2,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,a
1647,3,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,a
1648,2,0.385,0.3,0.095,0.24,0.0885,0.059000000000000004,0.085,a
1649,1,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,a
1650,3,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,a
1651,3,0.465,0.38,0.13,0.45399999999999996,0.1895,0.08,0.155,a
1652,3,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,a
1653,2,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,a
1654,1,0.375,0.29,0.115,0.2705,0.09300000000000001,0.066,0.0885,a
1655,1,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,a
1656,2,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.11699999999999999,a
1657,1,0.38,0.29,0.105,0.257,0.099,0.051,0.085,a
1658,2,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,a
1659,2,0.255,0.195,0.065,0.08,0.0315,0.018000000000000002,0.027000000000000003,a
1660,2,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,a
1661,3,0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,a
1662,3,0.485,0.39,0.125,0.591,0.287,0.141,0.12,a
1663,3,0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,a
1664,1,0.44,0.34,0.105,0.364,0.14800000000000002,0.0805,0.1175,a
1665,1,0.475,0.35,0.115,0.452,0.1715,0.092,0.155,a
1666,1,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,a
1667,2,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,a
1668,2,0.28,0.21,0.08,0.1085,0.040999999999999995,0.0265,0.0345,a
1669,1,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,a
1670,3,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,a
1671,1,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,a
1672,3,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,a
1673,1,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,a
1674,3,0.58,0.445,0.15,0.8865,0.38299999999999995,0.209,0.255,a
1675,1,0.625,0.49,0.175,1.2329999999999999,0.5565,0.247,0.365,a
1676,1,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,a
1677,3,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,a
1678,3,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,a
1679,1,0.37,0.29,0.115,0.25,0.111,0.057,0.075,a
1680,1,0.55,0.43,0.14,0.7135,0.2565,0.18600000000000003,0.225,a
1681,1,0.385,0.315,0.11,0.28600000000000003,0.1225,0.0635,0.0835,a
1682,3,0.47,0.345,0.115,0.4885,0.2005,0.10800000000000001,0.166,a
1683,2,0.345,0.27,0.09,0.195,0.078,0.0455,0.059000000000000004,a
1684,3,0.485,0.37,0.13,0.45799999999999996,0.18100000000000002,0.113,0.136,a
1685,2,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,a
1686,2,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,a
1687,2,0.32,0.24,0.085,0.17,0.0655,0.047,0.049,a
1688,2,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044000000000000004,a
1689,2,0.235,0.17,0.055,0.0515,0.018000000000000002,0.0105,0.0195,a
1690,2,0.345,0.255,0.08,0.16899999999999998,0.06,0.0425,0.054000000000000006,a
1691,1,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,a
1692,1,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,a
1693,2,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,a
1694,3,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,a
1695,1,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,a
1696,2,0.46,0.365,0.125,0.467,0.1895,0.0945,0.158,a
1697,3,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,a
1698,2,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,a
1699,2,0.355,0.265,0.09,0.168,0.05,0.040999999999999995,0.063,a
1700,2,0.38,0.235,0.1,0.258,0.1055,0.054000000000000006,0.08,a
1701,2,0.325,0.24,0.085,0.17300000000000001,0.0795,0.038,0.05,a
1702,2,0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,a
1703,2,0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,a
1704,3,0.445,0.33,0.12,0.34700000000000003,0.12,0.084,0.105,a
1705,2,0.48,0.375,0.145,0.777,0.21600000000000003,0.13,0.17,a
1706,3,0.46,0.35,0.12,0.4885,0.193,0.105,0.155,a
1707,1,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,a
1708,3,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,a
1709,2,0.31,0.225,0.08,0.1345,0.054000000000000006,0.024,0.05,a
1710,1,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,a
1711,2,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,a
1712,1,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,a
1713,3,0.535,0.45,0.17,0.7809999999999999,0.3055,0.1555,0.295,a
1714,1,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,a
